Language,Content
ZH, 在 我 妈妈 家 旁边 罢了
ZH,我 每次 驾车 看 就 看得到 了嘛 不用 不用 特地 爬 上去 看了
ZH,嗯 我 觉得 那边 的 比较 高
ZH,因为 你 这边 的 观音 你 是 驾车 你 这样 平时 这样 过 你 也 可以 看到 的
ZH,刚好 我去 的 那天啊 雾 很重 啊 应该 是 天气 也凉 转凉啊
ZH, 我 去 香港 是 为了 要 去过 香港 才去 罢 了 吗
ZH,那天 我 还有 去 哪里 吗
ZH,那个 叫 什么 名字 啊
ZH,最 著名 尖沙嘴 啊
ZH,高龙 我没有 去到 去 尖沙嘴 咯
ZH,也 没有 什么 啦 东西 贵到 很贵 咯 香港
ZH,不过 不知道 啦
ZH,我 自己 本身 是 觉得 香港 的 东西 很贵 咯 坦白 讲
ZH,你 去 香港 你真 的 是 买 不下手的 它一件 最少 要 七八十块 百多块 我 也 不知道 为什么 这样 贵 咯
ZH,而且 卖 东西 也 很贵
ZH,又 加上
ZH,啊 对 对 对 对
ZH,中国 来 应该 更 便宜 了 吗
ZH,那个 又 我 不懂 啦
ZH,你 就 可以 看到 比较 快的 效果 啦
ZH,二十片 我 可以 放 差不多 整 个月了了
ZH,你要 问 我 钱啊 我 很少 花的 哦 又 不是 我 出的
ZH,好像 是 八百多 吧
EN,penang singapore singapore hong-kong
ZH,我 因为 我 教书 那个 时间 比较 难桥 嘛
ZH,多少 什么
ZH,嗯 多小
ZH,差点 要 饿死 爬回来 啊
ZH,一 一盘 chap gui kor loh
ZH,它 给你 的 那个 那个 那个 那个 啊 云吞 大大粒 到完 咯 五粒 大大粒的 里面 又有 虾的 好料 是 好料 啦 不过 很 贵 啊
ZH,嗯 可能 是 因为 猪肉 的 关系呱 我 不喜欢 吃 猪肉 嘛
ZH,去 台湾 也是 嘛 差点 饿死 爬回来 也是 猪肉 一大堆 又 臭 臭猪肉咯
ZH,不是 没有吃 有吃 不过 就是 不 不明白 为什么 他们 那边 的 猪 猪肉 这样 臭啊
ZH,不懂哦 又很  你~ 你~ 你 经过 他 的 店啊 那个 猪肉面 这样 啊哦 你 嗅到 一股 很臭 的 那个 猪肉味 那一种 的 哦
ZH,牛 我 没有 吃牛 嘛 我 吃 鸡 比较 多嘛
ZH,可能 是 吃~ 吃草 吃~ 吃草啊 那些 饮料 啊 比较 好 好 好 上等的 吧
ZH,我 没有 吃到 它 鸡饭
ZH,一点点 一点点 啦 因为 我 很 挑 吃 嘛
ZH,噢 两个 星期 有啊
ZH,它的 它的 路 嘞 不是直 就是 横 不是 横 就是 直 不像 我们 槟城 这样
ZH,一条路 又 看到 哇 三四 个 叉 出来 的 那一种 啊
ZH,所以 你 拿着 它的 那个 地图 来看 很 容易 跟 哦
ZH,你 驾车 整条路 就是 看湖 看树 看湖 看树 看羊 看牛
ZH,我去的是秋天了
ZH,没有 啦 因为 秋天 嘛
ZH,我~ 我~ 我 只 知道 有些人 会~ 会 跑去 那边 爬山咯
EN,three k. l people and two penang people
ZH,我 跟我 老公 啦
ZH,租车
ZH,对 吗 好像 是 咯 两个人 就 差不多
ZH,不过 不过
ZH,嗯 不错 真的 很 不错
ZH,一来 是 干净 二来 它 不会 说 小间 到 很 恐怖 那一种
ZH,那个 女生 还要 等她
ZH,最后 的 时候 也 没有 咯
ZH,到底 总共 有 几间 我 就 不是 很懂 啦
ZH,嗯 我 觉得 不大像 啦
ZH,应该 也是 会 看到 不同 的 东西 啦
ZH,戏啊
EN,salt
ZH,你有 去看 吗
EN,maybe pun lah
ZH,除了 这个 之外 在 之前 是 什么 戏 啊
ZH,在 之前 有 什么 戏
ZH,没有 看
ZH,在 更 之前 嘞
ZH,我就 没得看
ZH,我 去到 两个 星期 票 都 卖到 光
ZH,最后
ZH,最后 听说 完了哦 好像啊
EN,inception ah
ZH,在 之前嘞 还有 什么 戏啊
ZH,然后 而且 没有 什么 人的 哦 不像 我们 这边 这些 这边 的 戏院 哇 什么 时候 都 一大堆 人 看到 三更半夜 这样的
ZH,它 那边 真的 是 没有 什么 人的
ZH,本来 是 十一号 到 二十三 咯 二十三 从 那边 飞 回来
ZH,不过 我 老公 十八号 就 做工了 哦 我们 是 早飞 一个 星期 去的
ZH,对 对 对 对 对 他 跟我 一起 去 我 自己 回来了
ZH,不能 开学了 我 也想 呵呵
ZH,你要 人家 每个 学期 都 这样 写信 给你 meh 很 sien 的哦
ZH,你也 不会 也 不能 玩 啦
ZH,九月
ZH,没有 啦秋了 秋了
ZH,进 秋了
ZH,哈咯啊 现在 比较 转凉 一点点 啦
ZH,不要 吓我 啦
ZH,你是 去 几月 的
EN,arizona ah
ZH,哈 这样 热 啊
ZH,我的 我跟
ZH,哈咯 是去 看沙 咯 不是 看沙 就是 看 那个 仙人掌 咯
ZH,去 那里
ZH,没有 去了 来不及了
ZH,我 喜欢 看 啊
ZH,啊 要 哦 可能 咯
ZH,嗯 不过 上次 去 台湾 我是 去 台北
ZH,是么 台北 我 觉得 很像 咯
ZH,别的 地方 我 不懂 啦 因为 我 只去 到 台北 五分埔 啊 那些 东西 那些 地方 咯
ZH,花莲 你 有去 吗 你 有去 花莲 吗
ZH,我 本来 要去 花莲 的 不过 因为 你要 搭 火车 搭到 不知道 几个钟 才能 到 你 知道 吗
ZH,他 又去 台北 又去 花莲 好像 是 他们 讲 他 不知道 凌晨 四点半 就要 起来
ZH,你 要去 美国 啊 哈 是咯
ZH,也 不知道 算 把 东西 要回啦 我是 听他 讲
ZH,那个 那个 专属权 在 美国咯
ZH,还 幸亏 有 啦
ZH,不能 去 那天 我 才讲 罢了 嘛 为什么 要 要 叫你 去
ZH,我讲 他们 美国 那边 没有人 做么 他讲 真的 是 没有人 可以 做的 就是 一定 要你 飞去 那一种的
ZH,而且 十八号 到 三十号 不是 每一天 都做 咯 哈
ZH,很短
ZH,没有 啦 他们
ZH,有啦有啦有啦 外国 东西 还能 吃啦 它的 猪 没有 这样 臭啦
ZH,天 我们
ZH,那个 猪 好臭 啊
ZH,复杂
ZH,你的 飞机 总共 飞了 二十四个 钟 啊
ZH,十多个 钟 都有 吗 有 这样 远 啊
EN,cathay oh
ZH,哈 不是 饿死
ZH,它是 很 便宜 哦 它的 飞机
ZH,哈 他要 看
ZH,你~ 你是 爬着 出去了 啊 从 那个 飞机 想要 爬着 出去了 啊
ZH,那你 有 看到 火山 吗
ZH,你真 过分 嘞 去过了 就讲 像~ 像 槟城 这样
ZH,不过 那天 我听 我的 老公 讲 啊哦
ZH,他们 不知道 中国 啊 最近 好像 是 要去 跟 那个
ZH,哈 不是 不是 不是
ZH,他讲 好像 是 两个 星期 过后哦 还是 那个 星期 不知道
ZH,最近 两个 星期 又 搬 回来了啊
ZH,farlim 的哦
ZH,都要 死掉 去了啊 倒不如 自己 去看 医生 算了 不过 我 没有 看 啦 很少 看 啦
ZH,差啦 我们 那边 都 不明白
ZH,差啊
ZH,(ppo）
ZH,学的
ZH,有 也是 有
ZH,有 用过 但是 比较 难用 一点
ZH,哦 诶 进步大
ZH,一个 是要 给钱 咯 一个 是 不要 给钱 罢了
ZH,怎样 讲 有 分别 嘞
EN,en just sign contract
ZH,嗯 我 已经 做了 两年多了 两年 我是 记得 是 一九九 没有 二零零八年 那时 四月 进的 到 现在 应该 是 两年 四个月 这样咯
ZH,你讲 多 工作 怎样子 多 工作 先
EN,omerbell
ZH,会有 一些 奇奇怪怪 的 问题 会 出现 啦 久不久
EN,en architect
ZH,嗯 对呀
ZH,对啊 嗯 我 觉得 很 不公平 真的 很 不公平
ZH,不公平
EN,impact
ZH,他们 要做 赚钱 嘛 这个 是 商业 的 东西嘛
ZH,要的
ZH,嗯 对 呀
ZH,嗯 对 要 改变
ZH,我 觉得 很 普通 咯
ZH,对 啊 嗯
ZH,嗯 不错 那个
ZH,不会的 他赚 你 那边 就 够了 咯 他 肯定 不会 派你 去的
ZH,我是 一个 星期 做 五天
ZH,嗯 大多数 是 早上 到 五点半 这样 罢了 早上 八点
ZH,比较 好 啦 比较 普通 上班 这样 做 读书 这样
ZH,开始 找了 要 等 机会 咯
ZH,有 一点 浪费 啦 但是 自修 咯
ZH,也是 可以 考虑 啦 现在 是 要 等看 有没有 人 给我 这样 机会 罢了
ZH,本地 比较少 外国 外国 公司 比较多
ZH,还是 有个 危险 啦 这样 觉得
ZH,危险 太 危险 他们 要 做 什么 都 可以 其实
ZH,有好 有坏 啦
ZH,还是 不～ 不好 啊
ZH,共存 是要 看 他们 上面 的人 有个 一 同样 的 共同点 嘛 不然 的话 也是 有 问题 的 他们 会 打仗 啊
ZH,嗯 对啊  迟早 会 有 一些 淘汰的 啦 正常的
ZH,嗯 有 但是 是 真的 嘛
ZH,嗯 打电话的
ZH,噢 这样 啊 哇 很 gan 的 做 生意
ZH,你有 买
EN,en  ipad
ZH, 贵 啊
ZH,嗯 现在 啊 他出 那个 女人 最痛 应该 是 做完了还要 出 很多 种 奇奇怪怪 的 啦
ZH,嗯 最近 有 看到 几套 啊 很 好笑 一下
ZH,哇 我 不是 很 奇怪 他们 会 想到 这样 特别 的 东西 哦  这种 好像 很 新的 东西 嘛 没有 人 会 想到的 比较 好看 一点 这种 东西
ZH,哇 太假了 有时候
ZH,有 么 我 不清楚 啊 那个
EN,oh nine minute lah
ZH,颜色
ZH,应该 用 一两个钟 就 可以了
ZH,快 啊
ZH,冲下去 这样 啊
ZH,是 啊 要 开了 看 应该 是 几个月 后
ZH,(呃) 应该是 ＃hazhai＃ 那边咯
ZH,可能 他们 买 两个位 剩下 一个位 啊 那些 卖不出的 啊 那个 便宜 咯 不用 钱的 咯
ZH,没有 么 台湾 喔
ZH, 那时候 经济 有 问题 嘛 他们 家里 有~ 有钱 嘛
ZH,但是 他们 有些 出来了 之后 他们 公司 会 派 他们 去 那边 那边 做～ 做～ 做工 咯 有些 去 外国做 很～ 很 不错 一下
ZH,哇 这样 好 咯 这样
ZH,到 现在 也 多重
ZH,所以 要到 那个 时候 你 就要 想 办法 赚 更多 钱了 不然 的话 跌 就 没有了 没 价值了
ZH,嗯 对咯
ZH,嗯 对啊
ZH,可以的 对嗯
ZH,强
ZH,我有 打算 但是 好像 要跟 他们 合作 也 可以的 不是啊
ZH,可以的 啊
ZH,因为 也 不错 啊 可以 做 生意 这样
ZH,对啊 开公司 只是 买 一个 chap 那个 名字 罢了 然后 一年 给 多少钱 就 可以了
ZH,我 朋友 几个 也是 开公司 但是 他 没有 公司啦 可能 他是 买 那个 名字 罢了 然后 就 可以 做 公司了
ZH,也是 有 要 本钱 嘛
ZH,那 也要 几十千 至少
ZH,我 觉得 很 不错啊 可以 投资 在 这种 高科技 东西
ZH,他们啊 一个 问题 就是 讲 自己的 生意 嘛 所以 他们 比较 忙 一下 没有 自己的 时间
ZH,是 这样 罢了 赚得钱的 只是 问题 是 比较忙 自己 来咯 因为 自己 做 开 生意 自己 全部 自己 来 咯 做到 完咯 这个～ 个 问题 他们的 问题咯
ZH,假如 成功 的话 就是 爽了 请人 做了咯
ZH,哇 好像 很多 这样
ZH, 有可能 呢
ZH,哈 六个月
ZH,啊 刚开始 罢了 刚开始 大概 几个 星期 这样
ZH,啊 可以
ZH,不过 就说 我 不想 在~ 在 设计 行业 就说 工作 所 我想 转行 然后 我 看到 这 机会 就说 有 朋友 介绍
ZH,就说 这我 觉得 这是 一个 很好 机会 就说 学多 一个 学多 一门 技术 然后 就 可以 在 别的 方面 工作 这样子
EN,ah u. k. m. ah
ZH,嗯 还是 有 嗯
ZH,这个 也是 有 不懂 不过 不过 我 只是 觉得 这 一行 不大 适合 我 因为 我 我 觉得 我 本身 没有 什么 那 艺术 细胞
ZH,没有 后悔 我有 学到 很多 东西 啊 有~ 有 学到 很多 东西 因为 也~ 也是 我们 不一定 讲 我们 读 什么 就要 出来 工作 就要 照着 我们 读的 东西 我们 可以 就说 看 自己 最 适合 自己 是做 是 什么 东西 啦
ZH,啊对啊 对 我 懂
ZH,可能 对 别人 讲 可以 呀 不过 我 觉得 对我 就是 说 我 觉得 啊 我 比较 想在 别的 方面 发展
EN,management
ZH,他 才 给你 就是 说 转 你要 读的 科系 不然 他 不给 你 转的 哈
ZH,有啊 嗯 也是 有 成功的 例子 啦 不过 要有 耐性咯
ZH,啊 不会 啦
EN,u. k. m. ah
ZH,实际上 嘞 它 里面 那种 那种 细节 他 关于 怎样 操作 那些 东西 我们 要去 正式 正式 说 接触 那 课程 我们 才 了解
ZH,嗯 大概 二十八个 二十八个 学生
ZH,这个 哇
ZH,这个 我 还 不大 清楚
ZH,你是 讲 我 以后 出来 要 做的 工作
ZH,目前 我是 专注 在 这~ 这方面 啦
ZH,啊 今年 毕业
EN,master ah
ZH,因为 我 觉得
ZH,它是 啊 这 方面的 目前 它 需要 很多 人才 就说
ZH,因为 目前 专注 在 这方面 的 人 就说 有 这方面 知识的 人 还 不是 很多 哦
ZH,你是 讲
ZH,就说 我的 我的 要求 是 两千 啦 然后 他讲 可能 会 低 一点 咯 不过 在 那边 可以 学到 很多 东西
ZH,我 觉得 是 看 个人 啦 有些人 他 就说 他们 想要
ZH,我 觉得 在
ZH,如果 你要 接受 一份 工作 不是 单单 薪水 你要 看 他的 工作 环境 啊 他的 员工 福利 啊 工作 时间 等等 你 都要 考～ 考虑 到 很 清楚
ZH,你讲 哪一个
ZH,对 啊 我 知道 拿 经验
ZH,嗯 他的 他的 薪水 会 比较 高 咯 就说
ZH,可以 差不多 有 十千 二十千 也 可以
ZH,全部 也是
ZH,嗯 没有 有些 还 没有
ZH,有些 还在 找着
ZH,有 几个 找到 工作
ZH,这个 我就 不是 很 清楚 因 不过
ZH,不过 没有 没有 教到 很 深度
ZH,除了 上课 之外
ZH,卖 嗯 保健的 产品
ZH,嗯 我是 刚刚 开始 罢了
ZH,他的 产品 可以 帮助 到 人 咯
ZH,然后 就说 简单 一种 产品 几种 功能
ZH,不像 好像 其他的 有些 好像 分到 很多 几百种 然后
ZH,因为 现在 我们 人人 里面 很多 都 嫌 麻烦 你 知道 吗
ZH,很多 嫌 麻烦 你要 他 吃 很多 罐 很 麻烦
EN,en herbalife ah
ZH,他就 可以 提供 你 营养 咯 然后 你 嘞 你要 减重 增重 也是 可以 咯
ZH,啊 保健
ZH,什么 那些 保健
ZH,嗯 他是 他是 四十 人体 需要 的 四十六 种 营养 啦 都有 在 那个 水 里面 了的
ZH,没有 早上 就说 就说 拿来 代餐 啦 好过 你 出去 外面 吃 那种 炒 米粉 啊 炒 粿条 啊 你 知道 它 里面 他 放 很多 东西 啊 防腐剂 啊 油剂
ZH,就说 你 这样 喝 一杯 你 不用 不用 去 打包 不用 什么 不用 煮 我 觉得 很 方便 咯
ZH,我 觉得 就是 说 很好 咯 这样子
ZH,没有 它是 营养品 来的 它 没有 什么 东西 你 喝下去 他是 说 它 直接 给你 的 细胞 吸收 啊 不用 经过 消化 不用 什么
ZH,不是 天然的
ZH,就说 它 没有 放 那些 化学 药品 化学 物品 下去
ZH,就是 讲 防腐剂 那些 它 没有 放 它是 用 天然 就说 拿它 里面 的 提炼 它 里面 那种 精华 出来
ZH,然后 就 哦 他们 科学 团队 医学 团队 他们 会 就说
ZH,嗯 不会 啦 因为 那间 公司 它是 已经 已经 做了 成立 几十年 了的
ZH,然后 说 它效果 就说 很多人 都 见证 到
ZH,因为 如果 喝下去 没有效 的话 不可能 会 长持 这样久
ZH,嗯 健康 有 改善 到 咯 就说 他们 有 使用前 使用后 的 那种
ZH,因为 如果 你 本身 很 健康 你 有讲 你有 运动 嘛 你有 照顾 你 自己 的 健康 之类 嘛 然后 就说
ZH,这个 产品 它是 说
ZH,它 最 主要 卖点 就是
EN,en shake
ZH,嗯 就像 我 刚~ 刚才 讲的咯
ZH,一餐 啊
ZH,六块 到 八块 这样子
ZH,一杯 这样子啦
ZH,它 价钱 虽然 会比 那些 外面的 小贩 会 贵 一点点 啦 不过 如果 你 想到 它 它的 好处 它 里面 还有 那种 营养 东西 就说 你 你 就说 你 如果 实际 想一想 它 会是 比较 值得
ZH,长期 只是 靠 这个 我们 是
ZH,就说 每天 他 只靠 那 产品
ZH,嗯 如果 你
ZH,你 可以 吃 正餐 你 可以 吃不过 你 如 就说
ZH,你 吃 正餐了 过后 你 可以 你 也 可以 喝 这个 就说 当作 一个 补助 就说 你 这餐 里面 你 吃不到 的 营养
ZH,你喝 这个 东西 它 可以 补助 到你 那些
ZH,你 平常 日常生活 里面 吸收 不到 的 那些 营养 咯
ZH,嗯 它也 可以 代餐 啦 因为 有些人 就说 可以 拿来 当饭 吃 这样子
ZH,嗯 偶尔 啦
ZH,不过 如果 减肥 的 人 他们 就要 就说 当饭 吃 咯 来 代餐 咯
ZH,也是 有 啦 不过
ZH,它 没有 讲 就说 一罐 就说 可以
ZH,应付 到 各种人 你 各种人 不一样 的 需求 咯
ZH,就说 我 喜欢 它 这 一点
ZH,嗯 效果 是 有的 啦 不过 你要 你要 懂得 它的 好像 比如 讲 那 一个 是 几时 吃的
ZH,一天 几粒 几粒 这样子 咯 你要 你要 懂得 去 正确 的 吃 咯 然后
ZH,看你 看你 自己 啦 如果
ZH,然后 你 有时候 你 你 不可能 就说 有些人 懒惰 的话 他 很想 我 今天 我 不要 吃 这个 啦 我 吃 两粒 就 够了啦
ZH,然后 这样子 是说 弄到 你 身体 好像 就说 好像 颠倒 这样子 啦 因为 有天 你 又吃 这个 有天 你 有吃 那个 啦 不能 就说 均衡 啦 这样子
ZH,就说 不要 拿 负面的 媒体 那种 负面的 思想 影响 到了
ZH,然后 你的 态度 也要 正确 咯你 你 要有 正确 的 态度 去 学习咯
ZH,因为 很多 人 就说 用 错的 方法 好像 比如 讲 去 强逼 人家 还是 什么 这样子 啊 这种 是 不对的 行为
ZH,嗯 你 要有 道德
ZH,就说
ZH,比如 讲 有些 人 要 减肥 咯 就说 增减 减 减重 增重 就说 你要 比如 讲 你
ZH,一直 以来 都是 这样子的啊 就说 就说 可以 叫 他们 去 试试 这 产品 就说 可能 是 就说 可以 帮 他们 改善
ZH,我 家人 有用 我的 妈妈 和 姐姐 都有 用
EN,pharmacy
ZH,因为 看你 要你 买东西 你要 你买 保健品 你要 看他 里面 它 含有的 东西 是 什么 它 里面 含有 什么 营养 就说 他的 功效 是 什么
ZH,你要 比较的咯
ZH,嗯 就说
ZH,就说 他们 只是 单方面的 那种 营养 咯
ZH,就说 比 外面的 贵 然后 这个 就
ZH,我 觉得 还好 吧 没有 就说 其实 我 不是 很 明白 你的 问题
EN,middleman
ZH,啊 没有 中间人
ZH,东西 会 比较 便宜 啦
ZH,这个 我 觉得 见仁见智 咯 因为
ZH,就说 他们 会
ZH,会有 一定的 就说 会有 一定的 不一样的 东西
ZH,然后 就说
ZH,然后 他们的 产品 就说 有 有 经过 很 很 就说 很 专业 那种 医学 团队 去 研究 出来的 产品
ZH,它 东西 他 又会 有 很多人 很多人 吃了 然后 见证 它的 效果 出来
ZH,你 会不会 你 会不会 正 你 会不会 正确 的 去吃啦 因为 如果 你 吃错 方法 的话 没有 效 的话 你 一定 会 怪 你的 那种 你 一定 会 怪 你的 上线 卖 给人啦
ZH,怎么 会 吃了 没有 效 啦 然后 就是 说 我们 会 给你 那种 售后 服务 咯
ZH,就是说
ZH,就说 你 你 可以 教回 你 下面的 下面的 人 去 做咯 然后 你~ 你~ 你~ 你 自己 就说 普通 普通 这样子
ZH,嗯 这个 观念 我 了解 因为 很多 人 他们 就是 想要 这些 就是 讲 他们 想上 都是 上面的 人 在 赚 下面 没有 人 赚了
ZH,我 觉得 这个 这个 他 这句 也是 对 不过 他 只对 一半 罢了
ZH,你要 你要 选 公司咯 就说 哪 一个 公司 是 目前 它的 嘛 它 市场 还是 很 广大的
ZH,就说 这 市场 还是 还有 很 还是 可以 做 因为 你 知道
ZH,至少 说 不 健康的 人 会 越来越 多嘛
ZH,我 觉得 就是 这 方面 啦 他是 看 你 自己 的 努力啦
ZH,你~ 你 当然 你 当然 就说 你 刚刚 做 进来 你 当然 就是 说 本身 会 没有 收入的嘛
ZH,因为 这是 你 都是 要做 很多 都是 一样 不管 你是 从 你是 从事 传统 生意 还是 从事 直销 你 始终 都是 要 从底 做起 的
ZH,不过 <unk> 比如 讲啦
ZH,那 产品 你都 你都 不是 研发 那 东西的 人 而且 我 觉得
ZH,你在 介绍 这些 产品～ 产品的 时候 啦 你 介绍 给人 介绍 给 顾客
ZH,最 主要的 东西 他们 是 要吃 他 他们 是要 吃 什么 他们 是 要 吃 他的 产品 嘛
ZH,因为 主要 他 产品 没有 改变 嘛 不管 我是 一个 营养师 啦 我 跟你 介绍 那 产品 啦
ZH,也是 一样 这个 产品 一样的 我是 学生 我 介绍 你 产品 它 产品 也是 一样的
ZH,然后 也是 要去 里面 它的 效果 里面 真实 的话 它 也是 同样 有 效果
ZH,嗯 我 了解 就说
ZH,如果 我 真的 是 如果 我 只是 这样 咯 比如 讲 做 保健业 的 公司 啦 就说 只有 营养师 才 可以 去 经营 的话
ZH,有 了解 过 那 营养学 的 东西 嘛
ZH,然后 如果 如果 你 本身 一个 营养师 连你~ 连你 是 营养师 你也 介绍 你也 认同 这 产品 了
ZH,不过 如果 你是 普通人 的话 这要 这 不用紧 的 你是 普通人 你
ZH,就说 你要 去 了解 咯 你要 去 学习
ZH,你要 去 学习 就说 从 现在 开始 你 学习 哪里 哪 一个 东西
ZH,是 对你 日常 生活 好的 哪 一个 是你 不 应该 做的
ZH,就说 你要 懂得 去 怎样 去 教导 别人
ZH,对啦 你 自己 你 自己 要 改变啊
ZH,你 自己 就说 你~ 你~ 你 自己 要 给人 给 人家 一种 健康 的 印~ 印象 这样子
ZH,对 对 你 自己 要你 自己 要是 一个 健康 的人咯
ZH,就说 不要 别人 看到 你 无精打采 就 讲 诶 怎么 这个 人 这样的
ZH,看来 无精打采 你还 你还 介绍 保健 给我 别人 一定 会 怀疑 的 对 吗
ZH,就说 你 本身 你要~ 你要 自己
ZH,你 本身 你 要去 有做 这些 如果 你 本身 你 没有 做 的话 你 不可能 你去 跟 别人 讲 这样子 就说
ZH,他的 方法 是很 是很 错误的 那我 跟你 讲
ZH,我 觉得 那种
ZH,嗯 他是 通过 如果 只是
ZH,你 卖给 人 你 得到 二十五 巴仙 就说 佣金 咯 你 卖你 二十五 巴仙 你 折扣 的 价
ZH,你 自己 买 二十五 巴仙 然后 你 卖给 别人 原价 就说 你有 二十五 巴仙 咯 然后 如果
ZH,就是 说 他们
ZH,比如 讲 他们 没有 跟你 直接 跟你 拿 啦 他们 只是 跟 公司 拿 罢了
ZH,我 下线 买 我 下线 跟我 买
ZH,有 不一样 的啊
ZH,然后 你 赚的 钱 你就 自己 直接 收 咯 只是 这样子 罢了
ZH,你 一个 你 也是 可以 一个人 也是 可以 不过 如果 你要 你要 以 连串 的 方式
ZH,比如 讲 你有 三个 下线 同 一条线 你们 要 四个人 一起 也 可以
ZH,如果 你有 四个人 一起 你们 每个人 需要的 点数 自然 就会 比较 少 咯 因为 除四 了嘛 嗯 对啊
ZH,他们～ 他们 不一定 要有 下线的
ZH,他 只是 用 他们 自己 用 罢了 看 他们 买 看 他们 买 几套咯
ZH,二十个
ZH,他们 二十 个 我是 讲 就说
ZH,算 就说 算术 然后 就说 你 可以 上 认真 就说 二十个 顾客 长久 顾客 就 可以
ZH,嗯可以啊
ZH,以前 有 啦 最近 都 没有了
ZH,找 资料
ZH,比如 讲 会 看 一些 新闻 啊
ZH,然后 如果 你要 想多 了解 某 方面 的 东西 啊 就 可以 上网 找 咯
ZH,新闻 方面 就是 时事 咯 社会 时事 咯 然后 其他 方面 有
ZH,健康的 也有 科技 科技 资讯 方面 也是 有 电脑 那些 东西 咯
ZH,然后 音乐 有时候 也是 有 看一下
ZH,就是 看 目前的 啦 他们
ZH,功能 方面 的 差异 啊
ZH,就说 未来 未来 就说 会以
ZH,下一代 的 那种 科技 是 怎样 的 形势 啊 这样子 咯
ZH,这个~ 这个 我~ 我 还 没有 研究 到 这样 深入
ZH,会 更 会
ZH,会 很会 符合 你 现在 那种
ZH,商业 方面 的 就说 因为 现在 什么 东西 都要 用到 电脑 嘛
ZH,这 方面 我还 没有 看到
EN,mobile phone ah
ZH,嗯 看 个人
ZH,对 啊 看 个人 啊
ZH,对 啊 有些 能 接受 有些 不能 接受 咯
ZH,然后 你要 整天 洗 咯 就是 说 会有 很多 那种 那种 手印
ZH,时事 咯 比如 讲 最近 那些 天灾 啊 中国 哪些 天灾 啊 然后 就说
ZH,之前 那些 啊 香港 啦 香港 讲 那 巴士 啊
ZH,被 菲律宾
ZH,抢劫 那种 之类 啊
ZH,跟 那些
ZH,最近 都有 都有 就是 说 接触 到 有 看到 这些 新闻
ZH,我 觉得 是 他的 警方 方面 警方 啦 他们 就说
ZH,警方 办事 不力
ZH,嗯 就说 本身 就说
ZH,采取 不到 正确 行动 然后 造成 人质 死亡
ZH,因为 我 不是 我 不是 正式的 警员 我 当然 不能 讲 啦
ZH,不过 以~ 以 一个 普通的 市民 来讲 我 觉得
ZH,他们 不 应该 就是 说
ZH,他们 刚 开始 如果 比如 讲 那 窃匪 他们 要求 他们 有 什么 要求 的话
ZH,刚 开始 都 应该 答应 他 先 不 应该 你 立刻 拒绝
ZH,你 一 你 立刻 拒绝 的话 他们 就会 好像
ZH,情绪 激动 然后 他们 就会 开始
ZH,杀人 杀 人质 这样子
ZH,然后 因为 他们 他们 的 有~ 有 几次 他们 都 机会 就说
ZH,就说 然后 他们 错失 很多 机会 我讲
ZH,就说 这样 造成 很多 人命 伤亡
ZH,你要 看 什么 你 可以 自己 去 那边 找 啊
ZH,也是 可以 呀 两方面 就 两种 方式
ZH,你 可以 在 那边 看 很多人 意见 咯 分享 这样子 啊
ZH,比如 他们 讲 这个 这个 不好 啊 那个 那个 不好 啊
ZH,你就 可以 拿来 比较 这样子 啊 然后 就说
ZH,还有 他的 最 重要 还有 还是 你 买 东西的 价钱 咯
ZH,你 可以 比较 到 啊 这个 其实 不在 外面 买 不是 这样 贵的 因为 你在 那边 你 可以 看到 那些 价钱 比较 啊 他的 价值 啊
ZH,然后 他有 一个 他有 一个
ZH,嗯我 忘记了 太久了
ZH,然后 他是 很久 啊 就是 说 信誉 很好 咯
ZH,就 外国 那种 价钱 本~ 本~ 本地 也是 有 啦 不过
ZH,嗯 当然
ZH,嗯 也是 有
ZH,那种 你 要
ZH,比如 讲 衣服 咯
ZH,因为 衣服 你要 试看 你要 试穿 你才 可以 嘛
ZH,你的 尺度 啊 不过 最好 还是 衣服 方面 我 觉得 还是 去 店 买 比较 好 咯
ZH,看 个人 啦 因 不过
ZH,有 想过 不过
ZH,看 咯 如果
ZH,也是 可以 啦 如果 你要 只是
ZH,你也~ 也 可以 就说 不一定 要 经过 那种
ZH,不给 你 放到 在 外面 这样子的
ZH,因为 你 知道 吗 很多
ZH,一间 公司 啦 他们 信誉 是说 要 信誉 是 最 重要的
ZH,都 放在 外面 啦 如果 万一 有~ 有些 人 啦 就说 他们 以 他们
ZH,就说 以 错的 方式 去 经营 啊 还是 他们 说 行为 不好 道德 不好 啊
ZH,就是 讲 不要 给你 影响 到 公司 那种 形象
ZH,会有 这种 意思 你 知道 吗 因为 所以 还是 最好 不要 放 出来
ZH,你 不要 放 出来 你 可以 好像 自己 自己 放 别的 名字 啦 不过 你 产品 还是 一样
ZH,有 有 看到
ZH,不过 那些 就说
ZH,做 这些 放 广告 电视 那些 东西 啊 我~ 我们 不被~ 不被 允许 这样 做的
ZH,可能 他们 要让
ZH,可能 是 这样 啦
ZH,要让 要让 要让 更多 人 知道
ZH,他的 就说 一种 宣传 的 方式 啦
ZH,嗯 槟城 有 槟城 已经 有 几间 了
ZH,比如 讲 一间 店 然后 在 那边 会 有人 会有~ 会有 专人 去
ZH,讲 跟你 讲解 然后 那边 会有 一个 需台
